ИНН;КПП;Название организации;Имя файла;Номер документа;Дата документа;Всего;Валюта;НДС;НДС 10%;НДС 18%;НДС 20%;Дата доставки;Статус документа;Дата тарификации;Дата изменения статуса;Подразделение;ФИО ответственного;Комментарий;Ссылка;Удален
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230123/15/0017 от 23.01.23;"=""230123/15/0017""";23.01.2023;9 619,84;RUB - Российский рубль;1 603,30;0,00;0,00;1 603,30;23.01.2023 11:11:08;Требуется подпись;;23.01.2023 07:14:00;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=bbed85c8-739f-4cd6-8042-d48bd0c8cbdc&documentId=50a63931-d817-4a89-9f42-b4f702167bb3;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230123/39/0965 от 23.01.23;"=""230123/39/0965""";23.01.2023;1 109,21;RUB - Российский рубль;184,87;0,00;0,00;184,87;23.01.2023 18:21:18;Требуется подпись;;23.01.2023 14:24:32;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=934fd587-d46f-406e-bcd7-61cade2d2814&documentId=2b87585a-7e74-4a93-966a-bf87e62a2b76;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230123/39/0925 от 23.01.23;"=""230123/39/0925""";23.01.2023;1 229,44;RUB - Российский рубль;204,91;0,00;0,00;204,91;23.01.2023 17:56:24;Требуется подпись;;23.01.2023 13:56:35;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=848a1b51-4216-4b91-9197-6d981b182eb3&documentId=3dbaa462-abdf-4f5c-95e5-cfad4c3c6e36;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230123/76/0002 от 23.01.23;"=""230123/76/0002""";23.01.2023;1 080,60;RUB - Российский рубль;180,10;0,00;0,00;180,10;23.01.2023 11:04:59;Требуется подпись;;23.01.2023 07:13:49;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=b3be777e-c8be-4201-a14b-95a3a39c3e26&documentId=981bf17a-36d5-40ee-af48-57442dcb66a5;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230124/46/0147 от 24.01.23;"=""230124/46/0147""";24.01.2023;29 036,28;RUB - Российский рубль;4 839,38;0,00;0,00;4 839,38;24.01.2023 13:53:01;Требуется подпись;;24.01.2023 09:58:14;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=fc72b8cc-2501-4659-8d11-002a004260a7&documentId=e0f580d2-d96d-4fb4-ac02-4b69903f238b;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230124/39/1604 от 24.01.23;"=""230124/39/1604""";24.01.2023;1 444,59;RUB - Российский рубль;240,77;0,00;0,00;240,77;24.01.2023 20:36:29;Требуется подпись;;24.01.2023 16:37:59;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=557e4bb7-9cbf-4837-a000-379dcf2c18ea&documentId=aec4fa75-b2fb-4a93-a9fe-70e9050135e8;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230124/76/0098 от 24.01.23;"=""230124/76/0098""";24.01.2023;4 919,51;RUB - Российский рубль;819,92;0,00;0,00;819,92;24.01.2023 18:18:38;Требуется подпись;;24.01.2023 14:44:31;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=827f0d50-a774-41bf-9ec1-a209a049e8f3&documentId=6828a4bb-f308-4eb5-9c5e-bb169c7de2be;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230124/39/0436 от 24.01.23;"=""230124/39/0436""";24.01.2023;8 953,22;RUB - Российский рубль;1 492,20;0,00;0,00;1 492,20;24.01.2023 15:10:22;Требуется подпись;;24.01.2023 11:10:27;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=91fec68f-dea6-4fcb-9269-945e6ac8003d&documentId=422f34ad-946e-4c31-acb9-7e684a3e07b4;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230125/37/0085 от 25.01.23;"=""230125/37/0085""";25.01.2023;1 481,99;RUB - Российский рубль;247,00;0,00;0,00;247,00;25.01.2023 09:05:05;Требуется подпись;;25.01.2023 05:18:04;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=e9c55ca6-cabf-45f8-ae47-fee8b5379397&documentId=7c24142a-cfa5-49de-b5a6-6fab6814342b;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230125/37/0684 от 25.01.23;"=""230125/37/0684""";25.01.2023;12 253,68;RUB - Российский рубль;2 042,28;0,00;0,00;2 042,28;31.01.2023 15:22:53;Требуется подпись;;31.01.2023 11:27:18;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=ae0e7955-c015-4c9c-8df3-381c87d1fd86&documentId=e88c1719-9760-4040-879e-db391fad2da8;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230126/27/0009 от 26.01.23;"=""230126/27/0009""";26.01.2023;10 586,78;RUB - Российский рубль;1 764,46;0,00;0,00;1 764,46;26.01.2023 11:43:04;Требуется подпись;;26.01.2023 07:56:49;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=f6e3cb8e-904f-435d-be3e-d3a537334007&documentId=b559d393-ed78-44a6-96f0-5543247753ca;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230126/72/0220 от 26.01.23;"=""230126/72/0220""";26.01.2023;41 173,61;RUB - Российский рубль;6 862,26;0,00;0,00;6 862,26;01.02.2023 18:15:12;Требуется подпись;;01.02.2023 14:18:37;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=e99b995d-ed33-4516-875f-6d766a7d71f8&documentId=96a966e8-d27e-4130-8506-3765237d6b3c;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230126/72/0215 от 26.01.23;"=""230126/72/0215""";26.01.2023;4 754,44;RUB - Российский рубль;792,41;0,00;0,00;792,41;27.01.2023 09:55:52;Требуется подпись;;27.01.2023 05:59:00;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=ef3c2e45-c6ed-4c7a-922a-c3b50d8b3d85&documentId=2b1b2d5c-c38b-4e9b-b028-a65957975423;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230126/39/1166 от 26.01.23;"=""230126/39/1166""";26.01.2023;43,39;RUB - Российский рубль;7,23;0,00;0,00;7,23;26.01.2023 18:18:03;Требуется подпись;;26.01.2023 14:19:05;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=ab2794fe-5b33-4fee-8047-8b209fbb66f9&documentId=05eba4b2-dca6-4009-aba9-f2194e3806e9;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230127/39/1242 от 27.01.23;"=""230127/39/1242""";27.01.2023;3 819,40;RUB - Российский рубль;636,57;0,00;0,00;636,57;27.01.2023 18:26:05;Требуется подпись;;27.01.2023 14:30:33;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=295486a6-0483-4466-ab14-852b81d5bace&documentId=833af076-ede7-4841-a44a-b91735e53482;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230127/96/0116 от 27.01.23;"=""230127/96/0116""";27.01.2023;1 067,62;RUB - Российский рубль;177,94;0,00;0,00;177,94;27.01.2023 20:26:57;Требуется подпись;;27.01.2023 16:31:18;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=5288e0fb-8233-4a9c-a8b0-84a0026f8c7c&documentId=55522130-8e88-47f6-8c4d-a374a83528a2;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230127/39/1417 от 27.01.23;"=""230127/39/1417""";27.01.2023;357,08;RUB - Российский рубль;59,51;0,00;0,00;59,51;27.01.2023 19:04:48;Требуется подпись;;27.01.2023 15:15:25;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=9bd4179e-8494-4756-bb53-7aa2c6c25a70&documentId=4766bf35-37ea-489e-8925-02b2524129f0;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230127/39/1416 от 27.01.23;"=""230127/39/1416""";27.01.2023;7 615,30;RUB - Российский рубль;1 269,22;0,00;0,00;1 269,22;27.01.2023 19:05:01;Требуется подпись;;27.01.2023 15:15:25;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=48352ca0-fc0f-47c8-ba28-067367cca04c&documentId=d594833c-9db8-4044-ae41-123aa54d4688;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230127/39/1418 от 27.01.23;"=""230127/39/1418""";27.01.2023;2 408,26;RUB - Российский рубль;401,38;0,00;0,00;401,38;27.01.2023 19:04:39;Требуется подпись;;27.01.2023 15:15:25;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=a2c3ed30-4e93-4159-a247-cb92ea1f4419&documentId=cb420c27-9e3f-4ef8-99d2-7d45d4f2829a;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230127/05/0001 от 27.01.23;"=""230127/05/0001""";27.01.2023;19 565,30;RUB - Российский рубль;3 260,88;0,00;0,00;3 260,88;27.01.2023 09:55:41;Требуется подпись;;27.01.2023 05:59:00;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=3a4ff8aa-6533-41c0-9aff-8de5a5a2a758&documentId=d4cea1e3-06aa-41a4-a6cc-65cdb0b5cc28;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230127/105/0001 от 27.01.23;"=""230127/105/0001""";27.01.2023;1 020,90;RUB - Российский рубль;170,15;0,00;0,00;170,15;27.01.2023 10:21:19;Требуется подпись;;27.01.2023 06:27:06;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=40cc920a-65e8-4791-a936-8077bf017a48&documentId=159337eb-af74-45b1-9bd5-38dc5ee66de7;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230128/76/0108 от 28.01.23;"=""230128/76/0108""";28.01.2023;4 697,62;RUB - Российский рубль;782,94;0,00;0,00;782,94;29.01.2023 12:10:48;Требуется подпись;;29.01.2023 08:11:20;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=910725ba-b36f-4db3-bf06-f059c919ae67&documentId=ee0a0482-3386-4bde-9cee-fcfa9a331abb;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230128/18/0001 от 28.01.23;"=""230128/18/0001""";28.01.2023;578,18;RUB - Российский рубль;96,36;0,00;0,00;96,36;28.01.2023 08:23:25;Требуется подпись;;28.01.2023 04:33:47;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=7c43a1ef-4b70-47f3-ab84-f768ad4aa917&documentId=1e097f10-6036-4000-bd47-8c7cd873310e;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230130/22/0176 от 30.01.23;"=""230130/22/0176""";30.01.2023;632,30;RUB - Российский рубль;105,38;0,00;0,00;105,38;30.01.2023 20:33:14;Требуется подпись;;30.01.2023 16:34:01;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=e7b07ab8-3077-41f0-ad6f-ac477eb06721&documentId=f49c572d-e6de-443a-acb3-8381613d1049;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230130/113/0085 от 30.01.23;"=""230130/113/0085""";30.01.2023;60,57;RUB - Российский рубль;10,10;0,00;0,00;10,10;30.01.2023 19:41:24;Требуется подпись;;30.01.2023 15:41:37;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=f0261848-b8ea-4df2-beef-41c75dcee582&documentId=7dfe7c3c-c8be-4a28-a33e-1eb575c1b9e5;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230130/96/0144 от 30.01.23;"=""230130/96/0144""";30.01.2023;2 702,06;RUB - Российский рубль;450,34;0,00;0,00;450,34;30.01.2023 18:30:03;Требуется подпись;;30.01.2023 14:49:06;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=5361a784-ce5a-407d-acbd-b867aa551c05&documentId=c9f2fed1-2a8f-4d04-a785-24e628797e89;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230130/13/1210 от 30.01.23;"=""230130/13/1210""";30.01.2023;1 062,36;RUB - Российский рубль;177,06;0,00;0,00;177,06;30.01.2023 21:25:14;Требуется подпись;;30.01.2023 17:32:34;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=96f3842d-5387-4e0a-bf88-1043c82f6706&documentId=5b2a8717-88a2-4c72-a2a9-940c2e017c49;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230130/22/0200 от 30.01.23;"=""230130/22/0200""";30.01.2023;70,36;RUB - Российский рубль;11,73;0,00;0,00;11,73;31.01.2023 09:54:03;Требуется подпись;;31.01.2023 05:56:19;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=8b67bf9f-4d88-4727-a8dd-44530b98eaca&documentId=827aee98-140c-417c-9645-2ed4297eba25;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230130/39/1356 от 30.01.23;"=""230130/39/1356""";30.01.2023;2 850,31;RUB - Российский рубль;475,05;0,00;0,00;475,05;30.01.2023 20:09:59;Требуется подпись;;30.01.2023 16:10:08;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=d0ccee91-8f11-4dc5-9534-f0d8efb97f47&documentId=a3a9001b-699d-4f1f-9d83-e1e98436233f;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230130/72/0200 от 30.01.23;"=""230130/72/0200""";30.01.2023;2 476,89;RUB - Российский рубль;412,82;0,00;0,00;412,82;01.02.2023 18:30:54;Требуется подпись;;01.02.2023 14:39:16;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=f29beb27-038e-4bee-bfdb-66fba8007816&documentId=cefaf59a-efb7-4da9-a83b-8d42f938696f;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230130/10/0038 от 30.01.23;"=""230130/10/0038""";30.01.2023;925,74;RUB - Российский рубль;154,29;0,00;0,00;154,29;30.01.2023 11:43:51;Требуется подпись;;30.01.2023 07:45:03;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=1bea6d95-537a-4c96-a7fa-1c2f4d8f85fe&documentId=ee6c31c3-41a5-4998-b0ad-e917e744bb1c;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230131/39/1006 от 31.01.23;"=""230131/39/1006""";31.01.2023;1 372,27;RUB - Российский рубль;228,71;0,00;0,00;228,71;31.01.2023 17:33:13;Требуется подпись;;31.01.2023 13:33:21;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=6744132d-e0a5-408a-97f5-8bdd7bafeb90&documentId=2652ad28-e0c1-4259-b226-e2e20ec0ced3;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230131/00/0055 от 31.01.23;"=""230131/00/0055""";31.01.2023;12 385,83;RUB - Российский рубль;2 064,31;0,00;0,00;2 064,31;31.01.2023 09:59:00;Требуется подпись;;31.01.2023 06:05:10;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=2e765197-5a8d-4383-a5e1-f286351bc6e9&documentId=c2602d70-34b2-4cc2-bafb-3555bc1762f7;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230131/72/0208 от 31.01.23;"=""230131/72/0208""";31.01.2023;3 618,81;RUB - Российский рубль;603,14;0,00;0,00;603,14;01.02.2023 18:29:57;Требуется подпись;;01.02.2023 14:39:08;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=e319ea0a-b445-44b7-9281-9c7ee62ef176&documentId=23000852-a325-4cc3-9e19-c7513da771e4;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230131/18/0001 от 31.01.23;"=""230131/18/0001""";31.01.2023;1 458,54;RUB - Российский рубль;243,09;0,00;0,00;243,09;31.01.2023 08:17:26;Требуется подпись;;31.01.2023 04:20:55;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=73a0dd2c-477f-4f23-b7ae-31f9b8485b67&documentId=064cfb7e-1f20-4211-b5e7-41b8cd62063d;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230131/39/0994 от 31.01.23;"=""230131/39/0994""";31.01.2023;4 457,25;RUB - Российский рубль;742,87;0,00;0,00;742,87;31.01.2023 17:30:20;Требуется подпись;;31.01.2023 13:30:38;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=24373864-0718-416c-9e7a-bf273e31bf71&documentId=89a52a00-15d0-48a0-b048-5ff6566a6d88;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230131/39/0957 от 31.01.23;"=""230131/39/0957""";31.01.2023;1 896,89;RUB - Российский рубль;316,15;0,00;0,00;316,15;31.01.2023 17:30:42;Требуется подпись;;31.01.2023 13:30:50;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=a6a6fb66-e05e-4e64-abb9-6aae0bf734d2&documentId=f1007424-49e4-4941-b2cc-cd7fc2c08ee7;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230131/39/0971 от 31.01.23;"=""230131/39/0971""";31.01.2023;1 103,78;RUB - Российский рубль;183,96;0,00;0,00;183,96;31.01.2023 17:29:04;Требуется подпись;;31.01.2023 13:29:29;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=ad24b877-4825-4e84-adf1-f370608821c3&documentId=bd36d81b-a292-4386-8c16-81be0e61b6f5;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230131/39/0958 от 31.01.23;"=""230131/39/0958""";31.01.2023;481,39;RUB - Российский рубль;80,23;0,00;0,00;80,23;31.01.2023 17:30:49;Требуется подпись;;31.01.2023 13:30:54;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=5956ed4e-f55a-4927-94cb-143bc7317f85&documentId=bf3cea32-7c3a-4c85-a064-392b1d118f79;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230201/72/0160 от 01.02.23;"=""230201/72/0160""";01.02.2023;4 981,75;RUB - Российский рубль;830,29;0,00;0,00;830,29;01.02.2023 18:31:37;Требуется подпись;;01.02.2023 14:39:16;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=ecf92477-f1c2-4dd2-8d08-5227d4d136f2&documentId=6e60f31e-6d5a-40d2-bea7-91387e25b388;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230201/112/0116 от 01.02.23;"=""230201/112/0116""";01.02.2023;2 926,08;RUB - Российский рубль;487,68;0,00;0,00;487,68;01.02.2023 12:48:55;Требуется подпись;;01.02.2023 08:49:52;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=77f54d91-d2b6-4399-84c5-4fa819d9f5a5&documentId=3cae0ea4-eafb-45ac-b087-977667f2c192;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230201/13/0097 от 01.02.23;"=""230201/13/0097""";01.02.2023;1 550,48;RUB - Российский рубль;258,42;0,00;0,00;258,42;01.02.2023 13:32:23;Требуется подпись;;01.02.2023 09:38:35;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=ab4e29ab-6439-495a-a11a-31b92b8e2f39&documentId=3418cb16-22aa-4c58-a716-0e1cc1dc3788;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230201/13/0090 от 01.02.23;"=""230201/13/0090""";01.02.2023;477,73;RUB - Российский рубль;79,62;0,00;0,00;79,62;01.02.2023 13:21:34;Требуется подпись;;01.02.2023 09:27:09;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=f0d13897-fdf2-4d6d-a271-0bedba85b97c&documentId=8ee8b070-e7f8-4a6b-b909-3784278789f9;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230201/39/1363 от 01.02.23;"=""230201/39/1363""";01.02.2023;730,43;RUB - Российский рубль;121,74;0,00;0,00;121,74;01.02.2023 19:26:58;Требуется подпись;;01.02.2023 15:40:20;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=b6d9a833-b423-421c-830f-83c9aebb9e72&documentId=ac364fa6-01f2-4294-ab95-53d1742bce99;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230202/13/1030 от 02.02.23;"=""230202/13/1030""";02.02.2023;4 881,36;RUB - Российский рубль;813,56;0,00;0,00;813,56;02.02.2023 19:33:30;Требуется подпись;;02.02.2023 15:34:56;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=c9972c1b-85ce-46cd-b1ce-24bf5117de05&documentId=c5bee5c7-8ce7-42b6-870d-89450535f930;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230202/39/1238 от 02.02.23;"=""230202/39/1238""";02.02.2023;1 877,61;RUB - Российский рубль;312,94;0,00;0,00;312,94;02.02.2023 19:00:44;Требуется подпись;;02.02.2023 15:04:18;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=c929bd27-5bc8-4887-abe0-53a3a006ef5b&documentId=564d6703-89f0-4215-9603-a1f4f3c2d983;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230202/05/0230 от 02.02.23;"=""230202/05/0230""";02.02.2023;641,14;RUB - Российский рубль;106,86;0,00;0,00;106,86;02.02.2023 13:13:58;Требуется подпись;;02.02.2023 09:26:33;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=632963df-0d69-416a-8187-2c7826a31957&documentId=d971f267-eb80-4799-8620-3bb8299eaa02;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";Акт сверки №ОТГЧЛ000857 от 02.02.23;"=""ОТГЧЛ000857""";02.02.2023;;;;;;;02.02.2023 13:46:07;Требуется подпись;;02.02.2023 09:48:07;Головное подразделение;;" ";https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=dd56f4dd-3447-4b06-9cff-6b8001dc6f9b&documentId=7da3aeba-e711-43c4-9279-69289b68e3d5;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230202/39/1119 от 02.02.23;"=""230202/39/1119""";02.02.2023;35,25;RUB - Российский рубль;5,88;0,00;0,00;5,88;02.02.2023 18:34:04;Требуется подпись;;02.02.2023 14:34:10;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=b7f6e6e4-712b-4e3f-8be2-cc69590717dd&documentId=d7c3f2fd-5124-46ac-a7b0-a693e8947438;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230202/95/0022 от 02.02.23;"=""230202/95/0022""";02.02.2023;9 212,40;RUB - Российский рубль;1 535,40;0,00;0,00;1 535,40;17.04.2023 14:31:11;Требуется подпись;;17.04.2023 10:31:20;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=ac8f76ec-cb2e-43ac-96d1-fe22c8c1c09c&documentId=52013fa7-7a18-4e4e-bbc8-b9d38076bcf5;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230203/39/1059 от 03.02.23;"=""230203/39/1059""";03.02.2023;4 097,83;RUB - Российский рубль;682,97;0,00;0,00;682,97;03.02.2023 17:56:44;Требуется подпись;;03.02.2023 14:01:05;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=3609616e-8c9a-4b0d-895c-6c47609f9390&documentId=249f17b6-5acc-406e-ba6f-cbd4a6d8c19d;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230203/22/0211 от 03.02.23;"=""230203/22/0211""";03.02.2023;1 469,36;RUB - Российский рубль;244,89;0,00;0,00;244,89;03.02.2023 21:40:57;Требуется подпись;;03.02.2023 17:50:52;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=22006d26-cee4-42f6-972c-ce43fac2cc38&documentId=1d0fe111-9e51-4be1-acf4-3dedac58ec23;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230203/39/1596 от 03.02.23;"=""230203/39/1596""";03.02.2023;17 937,17;RUB - Российский рубль;2 989,53;0,00;0,00;2 989,53;03.02.2023 20:46:27;Требуется подпись;;03.02.2023 17:04:41;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=5b62ad97-090c-4bce-b979-4150451b4e89&documentId=a0e5bb92-bc74-4673-81d0-e738bb3b59db;
