ИНН;КПП;Название организации;Имя файла;Номер документа;Дата документа;Всего;Валюта;НДС;НДС 10%;НДС 18%;НДС 20%;Дата доставки;Статус документа;Дата тарификации;Дата изменения статуса;Подразделение;ФИО ответственного;Комментарий;Ссылка;Удален
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230115/76/0010 от 15.01.23;"=""230115/76/0010""";15.01.2023;3 068,60;RUB - Российский рубль;511,43;0,00;0,00;511,43;15.01.2023 13:22:53;Требуется подпись;;15.01.2023 09:34:33;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=fcbcd406-fc59-40bf-8845-18e04245f174&documentId=720759f8-ceef-4dd2-83c6-1fdb7673e30a;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230115/10/0912 от 15.01.23;"=""230115/10/0912""";15.01.2023;6 532,25;RUB - Российский рубль;1 088,71;0,00;0,00;1 088,71;28.02.2023 11:01:19;Требуется подпись;;28.02.2023 07:05:59;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=d9343618-9c96-4c8a-b828-8e71a3bdb793&documentId=06d83e67-93f2-472a-b283-db6f23a2a97c;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230116/39/0310 от 16.01.23;"=""230116/39/0310""";16.01.2023;9 100,57;RUB - Российский рубль;1 516,76;0,00;0,00;1 516,76;16.01.2023 14:34:11;Требуется подпись;;16.01.2023 10:34:51;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=b4155b3e-705c-4ce5-9a99-225a0e5da368&documentId=981dccfa-f4e0-448b-b7fb-a3a5b24d451c;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230116/13/0183 от 16.01.23;"=""230116/13/0183""";16.01.2023;20,82;RUB - Российский рубль;3,47;0,00;0,00;3,47;16.01.2023 14:52:57;Требуется подпись;;16.01.2023 10:53:39;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=2f0897f7-4626-489d-92aa-30437d9f429b&documentId=b1809654-aa6e-4f46-8c0e-2652328dd597;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230116/13/0185 от 16.01.23;"=""230116/13/0185""";16.01.2023;3 061,26;RUB - Российский рубль;510,21;0,00;0,00;510,21;16.01.2023 14:54:42;Требуется подпись;;16.01.2023 10:56:15;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=cfcf30ce-dd5b-40d2-8a37-319e91f45c0c&documentId=e0916638-277c-47a8-8f90-8c7b43e23bd1;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230116/105/0010 от 16.01.23;"=""230116/105/0010""";16.01.2023;826,23;RUB - Российский рубль;137,71;0,00;0,00;137,71;16.01.2023 10:32:35;Требуется подпись;;16.01.2023 06:33:25;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=87456833-5e68-43df-bc0a-024cfbb3cca0&documentId=ba1f4544-6bfe-4f1f-9bd3-e75b322b1f3b;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230116/76/0147 от 16.01.23;"=""230116/76/0147""";16.01.2023;8 315,54;RUB - Российский рубль;1 385,93;0,00;0,00;1 385,93;16.01.2023 19:39:09;Требуется подпись;;16.01.2023 15:43:25;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=6e42135d-a163-48f6-9412-a98a1e431cd9&documentId=d94e9140-b727-4662-a8c8-aed1df7bc85d;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230116/13/0305 от 16.01.23;"=""230116/13/0305""";16.01.2023;1 460,62;RUB - Российский рубль;243,44;0,00;0,00;243,44;16.01.2023 15:24:39;Требуется подпись;;16.01.2023 11:25:21;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=7b233813-5861-487b-8076-39e2a9c69c8f&documentId=4a20e59c-1e1f-4702-81fb-b74632919e09;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230116/13/0318 от 16.01.23;"=""230116/13/0318""";16.01.2023;2 022,55;RUB - Российский рубль;337,09;0,00;0,00;337,09;16.01.2023 15:37:48;Требуется подпись;;16.01.2023 11:38:42;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=4059e57c-455e-482c-8d5d-ab1d62afc1d0&documentId=53c92366-5141-403c-94ca-f701f4dcf8b0;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230116/04/0018 от 16.01.23;"=""230116/04/0018""";16.01.2023;1 128,64;RUB - Российский рубль;188,10;0,00;0,00;188,10;16.01.2023 09:30:06;Требуется подпись;;16.01.2023 05:37:35;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=77a514af-ff74-4de5-ad3d-8189f656a9a6&documentId=c4785ab6-582d-40ff-9707-793079fa929b;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230116/30/0065 от 16.01.23;"=""230116/30/0065""";16.01.2023;50 806,94;RUB - Российский рубль;8 467,84;0,00;0,00;8 467,84;16.01.2023 10:36:31;Требуется подпись;;16.01.2023 06:36:49;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=21ef12ae-6b36-4923-b6c5-3651fb559aee&documentId=943ff22f-076c-468b-8bcd-09a26c2001e4;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230116/13/0223 от 16.01.23;"=""230116/13/0223""";16.01.2023;5 751,74;RUB - Российский рубль;958,62;0,00;0,00;958,62;16.01.2023 15:15:10;Требуется подпись;;16.01.2023 11:15:54;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=945b0f65-c66b-41fe-920e-8f78fbd135d3&documentId=93750d1d-9aef-443d-aac7-4b34fba71467;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230116/13/0220 от 16.01.23;"=""230116/13/0220""";16.01.2023;647,13;RUB - Российский рубль;107,86;0,00;0,00;107,86;16.01.2023 15:05:48;Требуется подпись;;16.01.2023 11:05:57;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=6a8c078f-e646-40f4-91c4-8aa7d78bbee3&documentId=2d7ceeb8-d2d3-4eff-a9f2-af6623f9623b;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230116/13/0221 от 16.01.23;"=""230116/13/0221""";16.01.2023;1 078,92;RUB - Российский рубль;179,82;0,00;0,00;179,82;16.01.2023 15:07:22;Требуется подпись;;16.01.2023 11:08:34;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=cffc527e-be24-404e-9f75-110598aeda8d&documentId=27f26ffd-9a9f-44e7-9e4d-26e758896d60;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230117/37/0143 от 17.01.23;"=""230117/37/0143""";17.01.2023;14 023,38;RUB - Российский рубль;2 337,23;0,00;0,00;2 337,23;17.01.2023 09:51:24;Требуется подпись;;17.01.2023 05:52:51;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=d94848f2-8862-4130-b8f7-06c9e1320b75&documentId=80967743-39e0-45c0-9a11-c7139a09a1d6;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230117/77/0127 от 17.01.23;"=""230117/77/0127""";17.01.2023;17 602,53;RUB - Российский рубль;2 933,76;0,00;0,00;2 933,76;17.01.2023 20:07:02;Требуется подпись;;17.01.2023 16:17:35;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=808a0d78-35aa-4372-8406-fb299d98a0e3&documentId=df7dc680-ec71-4eab-83df-82388b52765a;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230118/67/0161 от 18.01.23;"=""230118/67/0161""";18.01.2023;4 979,42;RUB - Российский рубль;829,90;0,00;0,00;829,90;18.01.2023 18:45:09;Требуется подпись;;18.01.2023 14:47:27;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=ecd5f4ba-320d-4865-bf8d-d14d3c09ee2e&documentId=35fe8b53-804f-4f0f-aff8-6a88ba030341;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230118/92/0100 от 18.01.23;"=""230118/92/0100""";18.01.2023;1 608,00;RUB - Российский рубль;268,00;0,00;0,00;268,00;18.01.2023 14:28:56;Требуется подпись;;18.01.2023 10:30:55;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=9f701faf-03b7-4eb4-aa9f-83d0053becec&documentId=b833a5ed-7781-4b87-8f97-be34a6a25414;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230118/43/0095 от 18.01.23;"=""230118/43/0095""";18.01.2023;8 974,13;RUB - Российский рубль;1 495,68;0,00;0,00;1 495,68;18.01.2023 13:06:25;Требуется подпись;;18.01.2023 09:11:16;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=9cf9eb0d-25b6-4e4b-9e29-47989371a174&documentId=21bdf8fd-6a24-4abb-a5eb-ea5d2766a65e;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230118/39/0445 от 18.01.23;"=""230118/39/0445""";18.01.2023;2 640,58;RUB - Российский рубль;440,10;0,00;0,00;440,10;18.01.2023 15:12:45;Требуется подпись;;18.01.2023 11:13:07;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=5bb603d2-c45a-4c86-bdcf-abee30f2e651&documentId=ba62020c-b555-4a29-9396-c0731370980d;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230119/37/0143 от 19.01.23;"=""230119/37/0143""";19.01.2023;17 953,41;RUB - Российский рубль;2 992,24;0,00;0,00;2 992,24;19.01.2023 09:45:44;Требуется подпись;;19.01.2023 05:46:18;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=2a93e7ff-f6c0-4e54-b1de-41dfe403b7e5&documentId=bae24e13-320b-4fd9-810e-4f081f0919df;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230119/39/1078 от 19.01.23;"=""230119/39/1078""";19.01.2023;3 764,26;RUB - Российский рубль;627,38;0,00;0,00;627,38;19.01.2023 17:31:53;Требуется подпись;;19.01.2023 13:32:07;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=d9b386d3-9043-4d6c-b39a-f4a8833edd2f&documentId=75ab4b5b-6043-4eb2-8153-b28828451177;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230119/39/0824 от 19.01.23;"=""230119/39/0824""";19.01.2023;3 396,60;RUB - Российский рубль;566,10;0,00;0,00;566,10;19.01.2023 16:29:31;Требуется подпись;;19.01.2023 12:29:37;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=0ed8ab06-bbec-4483-93d8-9c51a10ea4d1&documentId=b120d810-9249-46cb-ac71-65ef5a82dea1;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230119/39/1382 от 19.01.23;"=""230119/39/1382""";19.01.2023;620,14;RUB - Российский рубль;103,36;0,00;0,00;103,36;19.01.2023 18:48:30;Требуется подпись;;19.01.2023 14:48:33;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=1c2dee87-7318-404c-86c2-5335c343cab6&documentId=be15efc4-18fa-49fb-8025-b4801169b244;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230119/11/0021 от 19.01.23;"=""230119/11/0021""";19.01.2023;7 594,08;RUB - Российский рубль;1 265,68;0,00;0,00;1 265,68;19.01.2023 08:38:54;Требуется подпись;;19.01.2023 04:39:09;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=efa122c3-f682-4849-b214-089b059298fa&documentId=07ba5adb-4518-4dcf-af9f-05c83915949b;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230119/39/1114 от 19.01.23;"=""230119/39/1114""";19.01.2023;334,48;RUB - Российский рубль;55,75;0,00;0,00;55,75;19.01.2023 17:34:20;Требуется подпись;;19.01.2023 13:35:08;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=52ec559a-0dba-4d29-8d87-1132703c7998&documentId=c93bda05-7f1b-4d47-80d8-6dd974aacac6;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230119/76/0061 от 19.01.23;"=""230119/76/0061""";19.01.2023;983,18;RUB - Российский рубль;163,87;0,00;0,00;163,87;19.01.2023 12:23:00;Требуется подпись;;19.01.2023 08:23:33;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=513175be-4f5f-4b5d-b870-4a17c92b533e&documentId=3bb68823-0d55-4885-972f-97db0a70c061;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230120/30/0579 от 20.01.23;"=""230120/30/0579""";20.01.2023;3 509,03;RUB - Российский рубль;584,84;0,00;0,00;584,84;20.01.2023 15:09:34;Требуется подпись;;20.01.2023 11:10:46;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=7b18b60f-e9fb-4110-a6cc-b56e734a4db2&documentId=12f8f247-ab34-4def-b021-ccdc64a98e16;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230120/39/1612 от 20.01.23;"=""230120/39/1612""";20.01.2023;5 546,04;RUB - Российский рубль;924,34;0,00;0,00;924,34;20.01.2023 20:23:20;Требуется подпись;;20.01.2023 16:26:58;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=75f8d13a-4ba7-4e3b-848c-1585e23a7232&documentId=34984aa8-d04e-4196-be31-0fd4ce71db11;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230120/23/0206 от 20.01.23;"=""230120/23/0206""";20.01.2023;2 292,88;RUB - Российский рубль;382,15;0,00;0,00;382,15;20.01.2023 15:11:29;Требуется подпись;;20.01.2023 11:11:37;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=2a5faed1-f6f8-41f7-9169-cc9373de6e30&documentId=453b7d7d-f2c1-4284-81b2-180a111ba5fe;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230120/13/0063 от 20.01.23;"=""230120/13/0063""";20.01.2023;182,58;RUB - Российский рубль;30,43;0,00;0,00;30,43;20.01.2023 13:43:14;Требуется подпись;;20.01.2023 09:43:50;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=bc159d8a-54a7-4506-9269-721721d30e11&documentId=84d5a59d-1711-4a03-975a-ba4bc5c8ecc4;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230120/76/0096 от 20.01.23;"=""230120/76/0096""";20.01.2023;2 010,56;RUB - Российский рубль;335,09;0,00;0,00;335,09;20.01.2023 16:48:24;Требуется подпись;;20.01.2023 12:48:38;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=d6c68508-a8d5-46f7-a825-ece7528a26c0&documentId=9ddb12ee-c61a-4140-a898-08ecc55c86de;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230121/37/0175 от 21.01.23;"=""230121/37/0175""";21.01.2023;1 615,47;RUB - Российский рубль;269,25;0,00;0,00;269,25;21.01.2023 12:02:58;Требуется подпись;;21.01.2023 08:14:45;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=2a066ea0-7f86-49d8-a27c-54dcd068229f&documentId=dded12d9-0045-4ccf-9c1e-66348e27a09d;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230121/57/0012 от 21.01.23;"=""230121/57/0012""";21.01.2023;1 544,22;RUB - Российский рубль;257,37;0,00;0,00;257,37;21.01.2023 09:49:22;Требуется подпись;;21.01.2023 07:41:58;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=7702cef2-2327-4f08-a819-97c8e53669fd&documentId=c3a62deb-fad8-4630-a093-5dc12830d8db;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230123/39/1088 от 23.01.23;"=""230123/39/1088""";23.01.2023;1 040,50;RUB - Российский рубль;173,42;0,00;0,00;173,42;23.01.2023 18:48:33;Требуется подпись;;23.01.2023 14:54:51;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=b56d46a4-df68-4b4c-933c-7855fdc8c2b6&documentId=32e6c82a-db03-479d-9584-c65375dd95a8;
"=""5401359124""";"=""425301001""";"ООО ""Гринлайт""";УПД №230123/39/0274 от 23.01.23;"=""230123/39/0274""";23.01.2023;20 669,96;RUB - Российский рубль;3 444,99;0,00;0,00;3 444,99;23.01.2023 15:00:02;Требуется подпись;;23.01.2023 11:00:17;Головное подразделение;;;https://diadoc.kontur.ru/09cbf3c9-81c6-4000-bd85-47dad3018c22/Document/Show?letterId=357fe82a-a650-4d35-a3b2-a9de9e2fde4f&documentId=07d6329f-8a3c-4888-8dc3-6cfc7e7127af;
